id,account_type,followers_count,screen_name,verified,account_age,average_tweets_per_day,average_tweets_liked_per_day
787405734442958848,bot,1995.0,best_in_dumbest,False,2200,7.822272727272727,0.0022727272727272726
796216118331310080,human,781.0,CJRubinPhoto,False,2175,0.11540229885057471,0.20735632183908045
875949740503859204,human,261.0,SVGEGENT,False,1955,0.7667519181585678,3.79846547314578
756119643622735875,human,751.0,TinkTinkEDU,False,2286,1.1071741032370954,8.336832895888014
464781334,human,736975.0,JoleonLescott,True,3935,1.2071156289707752,0.1565438373570521
55050269,human,281672.0,carrieanninaba,True,4856,3.0448929159802307,1.1429159802306426
809500704,human,7393220.0,sherine,True,3699,0.36307110029737766,0.22546634225466342
1015021614,human,24.0,cordensmaureen,False,3599,0.07668796888024451,0.017504862461794942
492306486,human,1987.0,GhamGraham,False,3905,16.512676056338027,9.578745198463508
432537664,human,28.0,jainabdulaziz,False,3972,0.22910372608257804,0.029707955689828803
2579497028,bot,32906.0,poem_exe,False,3047,9.193633081719724,0.002625533311453889
19660870,human,251411.0,HilaryAlexander,False,5017,9.467410803268885,6.485748455252143
313087874,human,1818120.0,JacobWhitesides,True,4156,20.809672762271415,16.670837343599615
211550281,human,247706.0,giuliainnocenzi,True,4373,1.4429453464440887,1.0779785044591814
769392715,human,5111.0,RichiMasu,False,3717,30.799569545332258,24.3879472693032
772106131875500032,human,0.0,NagahamaMazie,False,2242,0.11775200713648529,0.05976806422836753
772521707810787328,human,0.0,PenmetsaCari,False,2241,0.04462293618920125,0.015618027666220438
476691783,human,2111.0,UnifiedBranding,False,3922,5.222590515043345,3.4240183579806223
384565337,bot,6.0,ChuckBaechel,False,4039,0.15251299826689774,0.12205991582074771
305922144,human,35330.0,D8Ricky,True,4168,2.206333973128599,0.12476007677543186
1183842404,bot,4.0,ValdakR,False,3538,0.006218202374222725,0.04918032786885246
253755500,human,7995424.0,JuanpaZurita,True,4267,5.507616592453714,10.936489336770565
368050288,human,21589.0,juliezweil,True,4067,3.7637078927956726,1.4993852962871896
14418045,human,186296.0,dapmalaysia,True,5303,16.195172543843107,0.4691683952479728
296484990,human,664.0,KaitlynTck,False,4185,2.7751493428912783,8.26810035842294
932049341862240256,bot,14386.0,winampskins,False,1800,6.301666666666667,0.4166666666666667
99352713,human,130.0,mykidsfault,False,4686,1.4814340588988477,2.017072129748186
519045260,human,256079.0,azizhadlaq2010,True,3881,7.3001803658850815,0.09662458129348106
115343506,human,14001.0,najamwalikhan,False,4631,5.373569423450658,3.711077521053768
2166882457,human,690.0,TheOnlyMsV,False,3280,1.773170731707317,1.9689024390243903
381157528,bot,58.0,gabbs_01,False,4045,0.6669962917181705,0.565636588380717
721944734,bot,3.0,effort7879,False,3740,0.0050802139037433155,0.03074866310160428
3392143521,human,260.0,LilDogBigPhilly,False,2645,0.5062381852551985,0.3455576559546314
23330998,human,118355.0,hxhassan,True,4978,15.040980313378867,3.235034150261149
63176889,human,382.0,Violetworld,False,4828,6.124689312344656,0.8208367854183927
239861947,human,256.0,Halena85,False,4297,7.556202001396323,13.758668838724692
21758143,human,149098.0,MaverickSabre,True,4990,6.8925851703406815,3.4787575150300603
765944091385421824,bot,12.0,nikonovasvyato1,False,2259,0.5869853917662683,0.5869853917662683
19923144,bot,40166256.0,NBA,True,5012,61.96069433359936,0.7731444533120511
235667666,human,1301.0,AlexNunez__,False,4307,17.739493847225447,0.22010680287903414
1191444692,human,199.0,TheJakobM,False,3536,2.5599547511312215,24.72737556561086
2499018968,human,375.0,bkatcap,False,3083,4.130716834252351,1.8494972429451833
557842655,human,89.0,DMInteriorsFA,False,3840,0.9721354166666667,0.00026041666666666666
23331044,bot,98.0,EdwardCAddict,False,4978,1.1102852551225393,0.508437123342708
321388777,human,1786507.0,Gotaga,True,4143,9.704803282645425,2.6734250543084723
298320111,human,1493084.0,chandlerriggs,True,4181,0.6598899784740493,0.6778282707486247
51904755,bot,1216.0,TopCryptoHound,False,4865,10.248920863309353,0.44665981500513874
243794165,human,108350.0,Priceyd101,False,4288,2.4375,2.235774253731343
2918711542,bot,314.0,TinoVale23,False,2873,1.0790114862513052,0.08771319178558998
2943615224,bot,856.0,sexy_sitagigazo,False,2859,1.1948233648128717,0.0
127664378,human,177526.0,MaestroMarley,False,4592,1.3318815331010454,0.15135017421602787
1084227842,bot,21.0,beliebergirl132,False,3572,0.027715565509518477,0.06522956326987682
122159370,bot,60.0,tlc614,False,4610,0.693058568329718,0.5056399132321041
39321874,bot,1512824.0,rtvenoticias,True,4914,84.35510785510786,0.78998778998779
949036672741793793,bot,209.0,newspaperbot,False,1754,8.323261117445838,0.002280501710376283
2178679070,human,222.0,kathynickles6,False,3274,0.6872327428222358,3.7926084300549787
2980315426,bot,1.0,Ana63Annick,False,2839,0.009510390982740402,0.06727721028531172
17039652,human,1561.0,inchekubi,False,5108,0.9524275646045419,0.07047768206734534
1014793793353199617,human,107.0,riphoesay,False,1572,1.3447837150127226,2.1202290076335877
202375506,human,15374.0,followtheh,False,4394,21.625625853436503,16.23327264451525
347865421,bot,14.0,HuytotheDang,False,4100,0.8129268292682926,0.5960975609756097
572785000,bot,22.0,a80guglielmi,False,3823,0.18781061993199058,0.14517394716191473
4790681969,human,18.0,Oneway107,False,2476,0.1191437802907916,1.4208400646203554
380457314,bot,15.0,SamanthaJune666,False,4046,0.7711319822046465,0.5565991102323282
15729017,human,19751.0,Gennefer,True,5194,15.733153638814017,8.702156334231805
596377986,human,28947.0,EU_EDPS,True,3797,1.715038188043192,0.5575454306031077
711721350,bot,6.0,SkylerJeffery,False,3745,0.7986648865153538,0.5628838451268358
326369679,bot,4296.0,msubtweeter,False,4135,0.01185006045949214,0.016203143893591294
866648466,bot,1066.0,tteodoras,False,3669,20.858817116380486,0.9037884982284001
708759570319953920,bot,34.0,vroom_vroom_bot,False,2417,1.4675217211419114,0.008274720728175424
722003254716944384,bot,8.0,suqichen1978,False,2380,0.7147058823529412,0.49201680672268905
418,human,83298.0,dens,True,5955,13.19697732997481,3.1894206549118387
19399072,bot,47.0,suny1,False,5022,0.5947829549980087,0.4774990043807248
875782003244892160,bot,1.0,poygxvwsrtvrp21,False,1956,0.19989775051124745,0.041922290388548056
734035576068788225,bot,13.0,RUMI_0619,False,2347,0.15594375798892202,0.3924158500213038
816463277643288577,human,97.0,justbuytsla,False,2119,2.3062765455403493,1.776781500707881
611582397,human,64144.0,BahayniQuotes,False,3780,1.2775132275132275,0.06534391534391534
57409991,human,13843.0,JoannaLohman,True,4848,4.565181518151816,3.4127475247524752
46662096,human,124.0,LAWTURK,False,4882,0.1556739041376485,2.0204834084391643
101974483,human,1155.0,EFMathieu,False,4675,0.24363636363636362,6.051764705882353
2610430435,bot,373.0,bigpappapump123,False,3031,0.8406466512702079,0.2956120092378753
38797799,human,5599451.0,TiwaSavage,True,4916,8.239422294548413,0.13120423108218063
30409200,human,131106.0,everywhereist,True,4944,17.13895631067961,1.679813915857605
24117754,human,165.0,Poshy2005,False,4973,2.1739392720691737,2.7878544138347072
491258363,human,892252.0,MohanShakti,True,3906,1.9377880184331797,2.727342549923195
4112253434,bot,24.0,BeeneSamuel,False,2547,1.4212799371809972,1.3780918727915195
872826012794585089,human,25.0,SSDGM666,False,1964,0.0824847250509165,0.07637474541751528
876795381841100801,bot,380.0,Odiotuttigioia,False,1953,3.516641065028162,8.527905785970303
287834630,human,5404155.0,GNev2,True,4200,4.636190476190476,4.161428571428571
62915097,human,471.0,Teresav4,False,4829,14.007454959618968,16.00724787740733
261620277,human,111543.0,kattyatamayo,False,4250,1.8898823529411766,0.05811764705882353
15729207,human,35385.0,wunc,True,5194,7.789372352714671,0.4222179437812861
114557496,human,4393144.0,urgantcom,True,4634,0.2311178247734139,0.00043159257660768235
19923515,bot,2263228.0,abc_es,True,5012,112.81424581005587,0.47166799680766164
50856512,bot,204.0,zZBurntToastZz,False,4868,1.0901807723911257,0.547658175842235
1377305161,human,466.0,Donny_BIGGS,False,3470,36.96743515850144,55.154466858789625
586,human,1653728.0,sacca,True,5947,13.457205313603497,63.99361022364217
30147163,bot,3.0,jef2195,False,4945,0.1096056622851365,0.06754297269969667
483656289,human,165948.0,anlyzambrano,False,3914,2.173990802248339,0.038834951456310676
848036460,human,154.0,paulnutwalnut,False,3680,1.1627717391304349,2.6277173913043477
336069232,human,51.0,shwuyiNg_,False,4119,0.06215100752609857,0.0024277737314882253
128799124,human,1146264.0,MicheilleSoifer,True,4588,3.5878378378378377,2.7114210985178726
114557557,human,71806.0,elkpga,True,4634,10.039490720759604,3.0984031074665515
111673973,human,91.0,ILYtricey,False,4644,0.7508613264427217,0.39233419465977604
848822905,human,895131.0,BulletValentina,True,3679,2.0842620277249253,0.46860559934764884
265814650,bot,693.0,DJC113Live,False,4242,1.1643092880716643,12.870579915134371
133694084,bot,6.0,dodoroirene,False,4574,0.6679055531263665,0.5312636641888937
1658061462,human,700.0,idarksynth,False,3363,5.428486470413321,3.7980969372584004
60031646,human,287.0,TurtleRua,False,4839,5.552593511056004,1.8512089274643522
111936162,human,33268.0,DamarisLewis,True,4643,0.014430325220762439,0.1893172517768684
2768241314,human,106.0,janelle_ty,False,2982,0.7853789403085177,2.0154258886653253
703857318,bot,5.0,qty_3,False,3750,0.6866666666666666,0.5112
632029895,bot,28.0,karengant1,False,3758,0.23416711016498137,0.17323044172432145
1587544788,bot,40.0,PopDpp,False,3391,0.8080212326747273,0.5423179003243881
243794651,bot,45.0,9olfo,False,4288,0.7362406716417911,0.5277518656716418
788792041,human,170027.0,hmchile,True,3708,1.6777238403451995,0.11623516720604099
1692140268,human,145.0,tommygeekinn,False,3350,0.4949253731343284,7.030746268656716
15467245,bot,17.0,uscsoccer86,False,5212,0.21987720644666156,0.20260936300844207
721683182,human,220.0,dark_nightkind,False,3740,4.858288770053476,11.391176470588235
3282830066,human,286.0,isabel_ivy_,False,2655,4.143502824858757,17.588700564971752
20447988,human,318357.0,OUTDChannel,True,5005,5.965834165834166,2.832967032967033
94896901,human,1742.0,iTomlinsonJonas,False,4705,17.686716259298617,10.07481402763018
88081160,human,114.0,_amy00,False,4734,4.881284326151246,0.06780735107731306
63701775,human,6695612.0,mainedcm,True,4826,0.9386655615416494,0.49958557811852466
30933781,human,26.0,magickalspectre,False,4942,0.5171995143666531,0.4006475111290975
889213107112996864,human,23.0,feIIati0,False,1919,0.6195935383011986,4.62636789994789
256115497,human,1592.0,cjfinnego,False,4262,38.24120131393712,21.137728765837636
2318140218,human,610.0,kbjurgens,False,3189,18.751019128253372,15.095641266854813
2581857086,human,64144.0,NewsroomPostCom,True,3046,66.90774786605384,0.3653972422849639
1739064128,human,100.0,MadisonAriaRose,False,3334,0.6865626874625075,14.25644871025795
861135093213138944,bot,40.0,MahmutBilici11,False,1996,0.6037074148296593,0.5165330661322646
20710218,bot,2029380.0,MLBNetwork,True,5002,17.565973610555776,6.4664134346261495
20972371,bot,415786.0,HardcoreHistory,False,4998,2.965186074429772,0.0056022408963585435
1681392474,human,16.0,Kxiehm,False,3354,0.0915324985092427,0.3190220632081097
795083617,human,613.0,EA9625,False,3705,12.445614035087718,5.039406207827261
221512549,human,29405.0,RogerCorman,False,4346,0.4576622181316153,0.31040036815462496
18088810,human,1287142.0,edu,True,5064,0.9162717219589257,0.9123222748815166
29361001,human,48.0,ally24601,False,4948,0.23524656426839127,0.033751010509296686
939262832,human,3479.0,HeriethPaul,True,3635,0.13700137551581842,0.04979367262723521
3101950833,human,558.0,zentients,False,2774,11.549747656813267,11.04397981254506
386139005,human,1832.0,ButeoBooks,False,4036,0.20837462834489592,0.6667492566897919
220464007,human,1.0,PHILLYGOBLIN,False,4349,0.050586341687744306,0.0018395033340997931
792462217,human,135.0,spaceymaci,False,3707,0.5187483140005396,0.6269220393849474
477365128,human,17235.0,SHANEAVELI,True,3921,0.18668706962509563,1.5432287681713848
39846828,bot,3.0,waialoha,False,4912,0.6211319218241043,0.48819218241042345
1849164720,human,1670.0,CaitlinFichtel,True,3332,2.377551020408163,1.8058223289315727
91227068,human,20132.0,alexstrohl,True,4721,0.5640754077525948,0.28235543317093836
34866114,human,2591.0,LaTonyaHolmes,True,4931,2.157980125735145,2.065909551815048
1021313990,human,415.0,jandooo_,False,3596,1.1023359288097887,0.4057285873192436
41681878,bot,81.0,researchinator,False,4904,2.0911500815660684,0.004690048939641109
34079698,bot,38.0,Genobaby05,False,4934,0.2361167409809485,0.20591811917308472
409207765,bot,14.0,Hurelmaud,False,4001,0.18245438640339914,0.1322169457635591
24642526,human,587.0,PoppyBlaseioDDS,False,4970,0.24406438631790744,0.018309859154929577
1034115201979826178,human,109.0,ItsMsHulley,False,1519,0.48847926267281105,3.1599736668861094
24380395,human,281.0,rnbmom,False,4972,0.335076427996782,0.7349155269509252
46662639,human,206.0,Sardinha17,False,4882,0.7150757886112249,0.37443670626792297
172753966,bot,7.0,stif1901,False,4469,0.006712911165808906,0.027522935779816515
18351153,human,3644.0,LadyKateBond,True,5052,7.353721298495645,28.005146476642913
863765552,bot,285.0,maggie_rose505,False,3671,5.289294470171615,3.7107055298283846
856949808,bot,31.0,hodgali05,False,3675,0.8391836734693877,0.6612244897959184
495453239,bot,5.0,MaiconSales8,False,3901,0.006921302230197385,0.04383491412458344
800588862,bot,2.0,changblue5,False,3703,0.45962732919254656,0.299756953821226
120587348,bot,22.0,colinz226,False,4615,0.7791982665222101,0.5009750812567714
342099030,bot,48.0,ersinnasuhikaya,False,4109,0.6965198345096131,0.46312971525918717
5768282,human,212229.0,suzupin,False,5652,9.826786978060863,0.521585279547063
448529505,bot,751.0,y66m83h11,False,3953,42.37186946622818,2.2823172274222108
1006905571994472448,human,281.0,AMAntonsonPhD,False,1594,0.2038895859473024,0.7722710163111669
202900592,bot,18.0,2PMule_4,False,4392,0.43465391621129323,0.2755009107468124
38536306,human,2262442.0,bobsaget,False,4918,0.6606344042293615,3.3088653924359495
130286723,human,34638.0,austintylerro,True,4584,3.530759162303665,8.402050610820245
897589708162830337,human,788.0,blacklawpodcast,False,1896,1.261603375527426,0.9520042194092827
2362967176,bot,48.0,fentonvictoria,False,3164,0.14949431099873578,0.5540455120101138
171705488,bot,27.0,xlPowerS2,False,4472,0.03555456171735241,0.07267441860465117
78120081,human,1442784.0,vitorbelfort,True,4774,3.2354419773774614,0.04168412232928362
769650999942340608,bot,39.0,CorentinFlatrs,False,2249,0.21253890618052468,2.7367718986216096
78644388,human,910314.0,alicecooper,True,4772,0.7541911148365466,0.2661357921207041
765838109976190976,bot,10.0,FrolovYulij,False,2259,0.5883134130146083,0.5869853917662683
1320158370,human,21132.0,DIDO_DM,False,3493,3.5396507300314917,0.012882908674491841
833356976,human,1012.0,HippyHill_,False,3687,12.553295362082995,10.931922972606456
29885619,human,17.0,hansome457,False,4946,0.27618277395875457,0.1678123736352608
877343511858692096,bot,0.0,pqcwgttzhfhjd31,False,1951,0.09789851358277807,0.012813941568426449
1028654280,human,111.0,pasala15,False,3593,1.8382966880044531,0.3618146395769552
970982604,human,315.0,tauanegarcia_,False,3620,4.133701657458563,3.2569060773480665
42730704,human,1086.0,ekdikeo,False,4899,11.089610124515207,1.5497040212288222
2961704150,human,637.0,ashleyrosefvr,False,2847,19.711275026343518,14.331577098700386
85722328,human,187.0,EthanJestal,False,4744,0.35687183811129847,0.002318718381112985
497288416,human,6420.0,delvecchiograce,False,3900,2.7015384615384614,7.015384615384615
403703016,bot,1052.0,Imapioneer,False,4009,0.7340982788725368,1.4968820154652034
320603385,human,1658476.0,marcotravaglio,True,4144,5.681708494208494,0.02171814671814672
880018682,human,344114.0,davidmweissman,True,3662,85.61578372474058,150.16821409066085
29099266,human,106.0,mottdrizzle,False,4949,0.1927662153970499,0.36795312184279655
400557314,human,410.0,jassi_kbr,False,4013,10.557687515574383,0.08123598305507101
4328785158,bot,45.0,616086499Yyn,False,2527,0.032845271072417886,0.1444400474871389
877379085214679040,bot,1.0,wzagotbyldelw11,False,1951,0.07944643772424398,0.007688364941055869
2622731,human,3631.0,kentbrew,False,5689,6.994726665494815,3.060467568992793
331613467,human,78.0,SethNoma,False,4126,0.3138633058652448,0.1434803683955405
957089052,bot,12.0,laboulett,False,3626,0.419746276889134,0.329288472145615
2984510759,bot,235.0,rosafiore13,False,2836,3.6586741889985896,1.5377291960507757
439878961,human,633828.0,Mohamed_Habib_T,False,3963,3.3699217764319958,0.0025233409033560434
27526457,human,139230.0,brianfriedman,True,4957,3.898930804922332,1.4744805325801897
896533819,human,16409.0,abo_slmann,False,3654,6.537493158182813,0.24521072796934865
350487871,human,56.0,RobynB423,False,4096,1.355712890625,5.1181640625
123209023,bot,39.0,MrDesBrown,False,4606,0.7338254450716457,0.5117238384715589
45090120,human,1232406.0,vincestaples,True,4888,0.7154255319148937,0.11599836333878887
14157134,human,1313022.0,Peston,True,5335,6.258669165885661,0.0352389878163074
14681449,human,20859.0,nataliaenvy,True,5283,1.4383872799545712,4.166572023471512
969324483185119232,human,7.0,VeiledComic,False,1698,0.014134275618374558,0.010011778563015312
982628478284595200,human,301.0,PhillyTRex,False,1661,0.893437688139675,0.26128838049367853
839237419815796736,human,532.0,rubysletters,False,2057,12.612056392805055,19.212931453573166
321389968,human,10917.0,yieldcurve23,False,4143,28.413709872073376,10.182717837315955
22021524,human,2095.0,telesara,True,4988,5.47373696872494,2.291900561347233
304088468,bot,399.0,fruitlooplv,False,4172,1.9072387344199424,0.5548897411313519
480249240,human,61457.0,burlesque_rpg,False,3918,6.528075548749362,6.274119448698316
765659108854857729,bot,15.0,venedimnikolae2,False,2260,0.5867256637168141,0.5867256637168141
50595242,human,379040.0,JessicaVaugn,True,4869,12.619839802834258,6.5134524543027315
16254381,human,258152.0,Luvvie,True,5155,7.794762366634336,2.085160038797284
837027265,human,307.0,Mp22___,False,3685,5.566078697421981,3.62876526458616
1126958532,bot,94.0,KayMoneySto,False,3556,1.9777840269966254,0.9749718785151856
38536646,human,3955.0,JeanBaylor,True,4918,4.131760878405856,1.1982513216754778
215745990,human,319.0,foodolla,False,4362,1.1549747822099954,9.621503897294819
2334131662,bot,165.0,2000gmw,False,3179,8.787039949669708,28.43472790185593
74712538,human,4281649.0,PaulMcCartney,True,4786,1.2687003760969495,0.05432511491851233
2727609826,human,1387.0,cconley723,False,3010,3.299003322259136,20.519601328903654
179832300,bot,2.0,kompizan,False,4450,0.5467415730337079,0.37910112359550563
2425882104,human,48654.0,mxdfeelings,True,3126,6.793026231605886,0.9990403071017274
3077047801,bot,164.0,USTAYNHEALTHY,False,2782,0.7541337167505392,0.0003594536304816679
171968009,human,422653.0,SenFranken,True,4471,0.8917468127935585,0.04853500335495415
301729291,human,1228.0,larissavvaz,False,4176,4.809865900383142,4.182710727969349
74450446,human,309.0,mzjonz75,False,4787,0.9935241278462502,0.4161270106538542
1604847120,human,1482.0,styledscience,False,3384,2.7390661938534278,6.150413711583925
362284562,human,184694.0,AlexChancexxx,True,4077,22.090017169487368,14.093451066961
1719404058,bot,58.0,KeithKleine,False,3340,0.2212574850299401,0.1688622754491018
2444756510,human,319.0,justcantethan,False,3114,1.0179833012202955,1.0028901734104045
568854046,bot,2.0,UnicornGlitters,False,3827,0.5445518683041547,0.3655604912464071
867436081,bot,295.0,Clara_Collazos,False,3668,5.433478735005453,2.6003271537622683
772504122608214016,human,0.0,karenkefallino2,False,2241,0.054439982150825524,0.023650156180276664
318768709,human,110.0,bo0z0o,False,4147,0.41379310344827586,0.5886182782734507
835368880277159936,bot,0.0,gusev_sabin,False,2067,0.11417513304305757,0.014029995162070633
1733822028,human,399.0,NickkRowell,False,3335,2.028485757121439,1.4245877061469265
328205906,bot,257.0,MayaDimas,False,4132,4.847773475314618,0.7103097773475314
890678446698975233,human,1.0,bwnyzadyqqf1714,False,1915,0.1185378590078329,0.062140992167101824
217319002,human,464.0,Grey_Books,False,4357,15.49736056919899,51.4514574248336
4903929447,human,178.0,gaganxsingh,False,2445,1.032719836400818,14.122699386503067
894666092710383618,human,0.0,lienmccoy2285,False,1904,0.3324579831932773,0.16281512605042017
1661470322,bot,11.0,nory2264543481,False,3361,0.6414757512645046,0.0
28313220,human,336395.0,fkoru,False,4953,0.24227740763173833,0.0016151827175449223
214697607,human,150944.0,yayaurassaya,False,4364,0.030934922089825848,0.00045829514207149406
242484876,bot,78.0,pradaniel1982,False,4291,0.655558144954556,0.4740153810300629
3483877814,bot,30.0,rsm3259,False,2604,2.012672811059908,0.05261136712749616
18089641,human,11144.0,TimBoyumTV,True,5063,3.296662058068339,2.24511159391665
316147373,human,7021.0,ProgrediMan,False,4151,1.2657191038304023,0.32016381594796434
969672378,bot,16.0,m_pawe,False,3620,0.014917127071823204,0.06740331491712707
293340865,bot,40.0,alexandspencer,False,4190,0.5317422434367541,0.3723150357995227
476317382,human,158.0,JeniBohls,False,3922,0.5627231004589495,1.2610912799592044
48236235,human,204.0,snego,False,4876,1.8943806398687448,1.46636587366694
1069811420,human,6547.0,StefWKight,True,3576,2.711129753914989,0.8227069351230425
35391199,human,57.0,HEYJESSlCA,False,4929,0.6776222357476162,0.7449786975045648
8652512,human,73.0,reinrag1a,False,5529,0.25483812624344365,0.26261530113944653
305399525,human,2694.0,DavieHanson180,False,4169,1.9774526265291437,0.4581434396737827
217319143,human,2825.0,amandasximd,False,4357,1.020656414964425,2.8062887307780584
878028362589118464,bot,2333.0,lovebotcraft,False,1950,11.947692307692307,0.009743589743589744
2444232436,bot,18.0,RobertoBattag14,False,3131,0.018843819865857554,0.10635579687000958
453510918,bot,829238.0,Country_Words,False,3947,17.615150747403092,0.43932100329364077
150996744,bot,636.0,genkou_yuri,False,4527,287.0552242102938,0.0
2465466121,human,213.0,fabulush76,False,3102,2.377498388136686,14.865892972275951
888145681,human,190.0,mdm4ever,False,3658,5.118370694368507,22.69518862766539
272893712,human,15.0,paulrgreg,False,4229,0.032395365334594466,0.0011823126034523528
452462357,bot,6.0,krlik_ildik,False,3949,0.7209420106356039,0.0007596859964547987
9963292,human,526.0,EddieBiggins,False,5467,0.7684287543442473,3.725443570513993
1680869150,bot,55.0,noblesixxx76,False,3354,0.12999403697078116,0.11776982707215265
15730467,human,227736.0,lisaling,True,5193,2.304833429616792,2.900057770075101
772384385609920512,human,0.0,Studded_Angelin,False,2241,0.08612226684515842,0.02989736724676484
772179253676896256,human,0.0,lavonne_miesch,False,2242,0.06333630686886708,0.024977698483496878
268961586,human,40.0,Hodaaaaa6,False,4237,2.4434741562426243,0.19188104791125796
387450674,human,79886.0,starsmoonandsun,False,4033,78.49714852467146,33.81676171584429
877353395538935808,bot,5.0,bktxskhutioflq1,False,1951,0.08969759097898514,0.012813941568426449
238028607,human,1008684.0,ashantysiddik,False,4301,1.667751685654499,0.00372006510113927
241698625,bot,75.0,allenelliott,False,4293,0.7740507803400886,0.6380153738644304
940050242,bot,29.0,jonghoekjung,False,3635,0.04236588720770289,0.019807427785419534
917505878,human,892255.0,ARizzo44,True,3645,1.1355281207133059,0.22688614540466392
803412430193770496,bot,4.0,bussaba_a,False,2155,1.3280742459396753,0.9234338747099768
807229152612925440,human,26.0,hade3sazan,False,2145,0.634965034965035,0.29277389277389276
34867057,human,1804892.0,franceinter,True,4931,34.47738795376191,0.980125735145001
495716215,bot,196.0,syakir_Metafora,False,3901,1.3065880543450397,0.6398359395026916
36439939,human,144666.0,Arcteryx,True,4926,5.714981729598051,6.377385302476655
52430724,human,227016.0,ellen_jabour,True,4864,3.1642680921052633,0.5415296052631579
73140135,human,55.0,huluwaa,False,4792,0.17800500834724542,0.12374791318864775
125568955,bot,18.0,oceandeepest,False,4598,0.4023488473249239,0.27555458895171814
